Country,State,Admin,Lat,Long,Population,Region,Continent
US,Montana,Wibaux,46.95925154,-104.2510927,969,Northern America,Northern America
US,Montana,Yellowstone,45.93955949,-108.2691486,161300,Northern America,Northern America
US,Nebraska,Adams,40.5244942,-98.50117804,31363,Northern America,Northern America
US,Nebraska,Antelope,42.17695516,-98.0666283,6298,Northern America,Northern America
US,Nebraska,Arthur,41.56896142,-101.6959559,463,Northern America,Northern America
US,Nebraska,Banner,41.54634427,-103.7114332,745,Northern America,Northern America
US,Nebraska,Blaine,41.91311716,-99.97677845,465,Northern America,Northern America
US,Nebraska,Boone,41.70759415,-98.06737183,5192,Northern America,Northern America
US,Nebraska,Box Butte,42.22079243,-103.0878834,10783,Northern America,Northern America
US,Nebraska,Boyd,42.8997274,-98.76486568,1919,Northern America,Northern America
US,Nebraska,Brown,42.43018907,-99.92904055,2955,Northern America,Northern America
US,Nebraska,Buffalo,40.85486962,-99.07500296,49659,Northern America,Northern America
US,Nebraska,Burt,41.85056773,-96.32605633,6459,Northern America,Northern America
US,Nebraska,Butler,41.22703692,-97.13106306,8016,Northern America,Northern America
US,Nebraska,Cass,40.90899107,-96.13971217,26248,Northern America,Northern America
US,Nebraska,Cedar,42.5988851,-97.25311951,8402,Northern America,Northern America
US,Nebraska,Chase,40.5237198,-101.6978026,3924,Northern America,Northern America
US,Nebraska,Cherry,42.54502621,-101.1244332,5689,Northern America,Northern America
US,Nebraska,Cheyenne,41.21999357,-102.9941693,8910,Northern America,Northern America
US,Nebraska,Clay,40.52439441,-98.05126296,6203,Northern America,Northern America
US,Nebraska,Colfax,41.57486951,-97.0868542,10709,Northern America,Northern America
US,Nebraska,Cuming,41.91637624,-96.78730772,8846,Northern America,Northern America
US,Nebraska,Custer,41.39374521,-99.72805369,10777,Northern America,Northern America
US,Nebraska,Dakota,42.39040144,-96.56656425,20026,Northern America,Northern America
US,Nebraska,Dawes,42.71985036,-103.1313774,8589,Northern America,Northern America
US,Nebraska,Dawson,40.87028216,-99.8201461,23595,Northern America,Northern America
US,Nebraska,Deuel,41.11168186,-102.3333331,1794,Northern America,Northern America
US,Nebraska,Dixon,42.49188363,-96.86782408,5636,Northern America,Northern America
US,Nebraska,Dodge,41.58071748,-96.65598179,36565,Northern America,Northern America
US,Nebraska,Douglas,41.29518299,-96.15085305,571327,Northern America,Northern America
US,Nebraska,Dundy,40.17638677,-101.6876522,1693,Northern America,Northern America
US,Nebraska,Fillmore,40.52458567,-97.59646937,5462,Northern America,Northern America
US,Nebraska,Franklin,40.17636348,-98.95299073,2979,Northern America,Northern America
US,Nebraska,Frontier,40.52993007,-100.3924658,2627,Northern America,Northern America
US,Nebraska,Furnas,40.17642064,-99.91247454,4676,Northern America,Northern America
US,Nebraska,Gage,40.26186809,-96.68946704,21513,Northern America,Northern America
US,Nebraska,Garden,41.61703149,-102.3313973,1837,Northern America,Northern America
US,Nebraska,Garfield,41.91428955,-98.99111827,1969,Northern America,Northern America
US,Nebraska,Gosper,40.51481965,-99.83020279,1990,Northern America,Northern America
US,Nebraska,Grant,41.91528587,-101.740701,623,Northern America,Northern America
US,Nebraska,Greeley,41.56742671,-98.52150266,2356,Northern America,Northern America
US,Nebraska,Hall,40.87257079,-98.50218293,61353,Northern America,Northern America
US,Nebraska,Hamilton,40.87349452,-98.02099117,9324,Northern America,Northern America
US,Nebraska,Harlan,40.17658508,-99.40438879,3380,Northern America,Northern America
US,Nebraska,Hayes,40.52451972,-101.0603568,922,Northern America,Northern America
US,Nebraska,Hitchcock,40.17609175,-101.0416477,2762,Northern America,Northern America
US,Nebraska,Holt,42.45522056,-98.78402558,10067,Northern America,Northern America
US,Nebraska,Hooker,41.91586243,-101.1354293,682,Northern America,Northern America
US,Nebraska,Howard,41.2200529,-98.5166499,6445,Northern America,Northern America
US,Nebraska,Jefferson,40.17584531,-97.142601,7046,Northern America,Northern America
US,Nebraska,Johnson,40.39257596,-96.26522753,5071,Northern America,Northern America
US,Nebraska,Kearney,40.50663314,-98.94877182,6495,Northern America,Northern America
US,Nebraska,Keith,41.19930341,-101.6620164,8034,Northern America,Northern America
US,Nebraska,Keya Paha,42.87990694,-99.71343729,806,Northern America,Northern America
US,Nebraska,Kimball,41.19774275,-103.7148131,3632,Northern America,Northern America
US,Nebraska,Knox,42.63758421,-97.89178836,8332,Northern America,Northern America
US,Nebraska,Lancaster,40.78416049,-96.68777155,319090,Northern America,Northern America
US,Nebraska,Lincoln,41.04658298,-100.7475374,34914,Northern America,Northern America
US,Nebraska,Logan,41.56650314,-100.4817851,748,Northern America,Northern America
US,Nebraska,Loup,41.91371961,-99.45440415,664,Northern America,Northern America
US,Nebraska,McPherson,41.56797682,-101.0599362,494,Northern America,Northern America
US,Nebraska,Madison,41.91676024,-97.6005481,35099,Northern America,Northern America
US,Nebraska,Merrick,41.16624273,-98.0374887,7755,Northern America,Northern America
US,Nebraska,Morrill,41.71711774,-103.0061405,4642,Northern America,Northern America
US,Nebraska,Nance,41.39750195,-97.99327291,3519,Northern America,Northern America
US,Nebraska,Nemaha,40.38514847,-95.85433992,6972,Northern America,Northern America
US,Nebraska,Nuckolls,40.17637905,-98.04743961,4148,Northern America,Northern America
US,Nebraska,Otoe,40.64843556,-96.13374142,16012,Northern America,Northern America
US,Nebraska,Pawnee,40.13141096,-96.23705437,2613,Northern America,Northern America
US,Nebraska,Perkins,40.85082525,-101.6502942,2891,Northern America,Northern America
US,Nebraska,Phelps,40.51156033,-99.41461667,9034,Northern America,Northern America
US,Nebraska,Pierce,42.26434853,-97.60122773,7148,Northern America,Northern America
US,Nebraska,Platte,41.57246836,-97.52144359,33470,Northern America,Northern America
US,Nebraska,Polk,41.18813488,-97.56630712,5213,Northern America,Northern America
US,Nebraska,Red Willow,40.1755688,-100.476998,10724,Northern America,Northern America
US,Nebraska,Richardson,40.1247415,-95.71755036,7865,Northern America,Northern America
US,Nebraska,Rock,42.42252217,-99.44832069,1357,Northern America,Northern America
US,Nebraska,Saline,40.52418865,-97.14085859,14224,Northern America,Northern America
US,Nebraska,Sarpy,41.11314181,-96.11156432,187196,Northern America,Northern America
US,Nebraska,Saunders,41.2278103,-96.63773905,21578,Northern America,Northern America
US,Nebraska,Scotts Bluff,41.85070896,-103.7080986,35618,Northern America,Northern America
US,Nebraska,Seward,40.87241834,-97.139673,17284,Northern America,Northern America
US,Nebraska,Sheridan,42.50284406,-102.4126613,5246,Northern America,Northern America
US,Nebraska,Sherman,41.22045983,-98.97588642,3001,Northern America,Northern America
US,Nebraska,Sioux,42.48932059,-103.7576544,1166,Northern America,Northern America
US,Nebraska,Stanton,41.9169835,-97.19394708,5920,Northern America,Northern America
US,Nebraska,Thayer,40.17626377,-97.59504381,5003,Northern America,Northern America
US,Nebraska,Thomas,41.91358968,-100.5556632,722,Northern America,Northern America
US,Nebraska,Thurston,42.15725356,-96.54157099,7224,Northern America,Northern America
US,Nebraska,Valley,41.56730777,-98.98197724,4158,Northern America,Northern America
US,Nebraska,Washington,41.52815707,-96.22019892,20729,Northern America,Northern America
US,Nebraska,Wayne,42.20934475,-97.11926964,9385,Northern America,Northern America
US,Nebraska,Webster,40.17642643,-98.50019851,3487,Northern America,Northern America
US,Nebraska,Wheeler,41.91482725,-98.52798941,783,Northern America,Northern America
US,Nebraska,York,40.87272618,-97.59710186,13679,Northern America,Northern America
US,Nevada,Churchill,39.58105744,-118.3394607,24909,Northern America,Northern America
US,Nevada,Clark,36.21458855,-115.0130241,2266715,Northern America,Northern America
US,Nevada,Douglas,38.912862,-119.6171333,48905,Northern America,Northern America
US,Nevada,Elko,41.14531606,-115.3577619,52778,Northern America,Northern America
US,Nevada,Esmeralda,37.78436681,-117.6319999,873,Northern America,Northern America
US,Nevada,Eureka,39.98100864,-116.2683204,2029,Northern America,Northern America
US,Nevada,Humboldt,41.40692186,-118.1109427,16831,Northern America,Northern America
US,Nevada,Lander,39.9332233,-117.0397075,5532,Northern America,Northern America
US,Nevada,Lincoln,37.64268459,-114.8790388,5183,Northern America,Northern America
US,Nevada,Lyon,39.01777974,-119.1870479,57510,Northern America,Northern America
US,Nevada,Mineral,38.53841696,-118.4344506,4505,Northern America,Northern America
US,Nevada,Nye,38.04264256,-116.4722702,46523,Northern America,Northern America
US,Nevada,Pershing,40.44003782,-118.4005641,6725,Northern America,Northern America
US,Nevada,Storey,39.44875482,-119.5250207,4123,Northern America,Northern America
US,Nevada,Washoe,40.66562265,-119.6631594,471519,Northern America,Northern America
US,Nevada,White Pine,39.44157041,-114.899966,9580,Northern America,Northern America
US,Nevada,Carson City,39.15509045,-119.7480219,55916,Northern America,Northern America
US,New Hampshire,Belknap,43.51637314,-71.41684235,61303,Northern America,Northern America
US,New Hampshire,Carroll,43.87498583,-71.20430216,48910,Northern America,Northern America
US,New Hampshire,Cheshire,42.92015988,-72.25311043,76085,Northern America,Northern America
US,New Hampshire,Coos,44.69063265,-71.30633239,31563,Northern America,Northern America
US,New Hampshire,Grafton,43.93779815,-71.82057197,89886,Northern America,Northern America
US,New Hampshire,Hillsborough,42.91537785,-71.7200253,417025,Northern America,Northern America
US,New Hampshire,Merrimack,43.29662971,-71.6811573,151391,Northern America,Northern America
US,New Hampshire,Rockingham,42.98499744,-71.12883377,309769,Northern America,Northern America
US,New Hampshire,Strafford,43.291833,-71.02336013,130633,Northern America,Northern America
US,New Hampshire,Sullivan,43.36094111,-72.22203125,43146,Northern America,Northern America
US,New Jersey,Atlantic,39.47538693,-74.65848483,263670,Northern America,Northern America
US,New Jersey,Bergen,40.96010917,-74.07164325,932202,Northern America,Northern America
US,New Jersey,Burlington,39.87681124,-74.66927768,445349,Northern America,Northern America
US,New Jersey,Camden,39.80343818,-74.96388753,506471,Northern America,Northern America
US,New Jersey,Cape May,39.15008829,-74.80170244,92039,Northern America,Northern America
US,New Jersey,Cumberland,39.37199394,-75.10712559,149527,Northern America,Northern America
US,New Jersey,Essex,40.78681335,-74.24657979,798975,Northern America,Northern America
US,New Jersey,Gloucester,39.71581067,-75.13995546,291636,Northern America,Northern America
US,New Jersey,Hudson,40.73766234,-74.07515667,672391,Northern America,Northern America
US,New Jersey,Hunterdon,40.56335249,-74.91284156,124371,Northern America,Northern America
US,New Jersey,Mercer,40.28047017,-74.70479631,367430,Northern America,Northern America
US,New Jersey,Middlesex,40.43629879,-74.41426991,825062,Northern America,Northern America
US,New Jersey,Monmouth,40.26549699,-74.22240686,618795,Northern America,Northern America
US,New Jersey,Morris,40.86095313,-74.5455371,491845,Northern America,Northern America
US,New Jersey,Ocean,39.8895449,-74.28089251,607186,Northern America,Northern America
US,New Jersey,Passaic,41.03238628,-74.29954144,501826,Northern America,Northern America
US,New Jersey,Salem,39.58719656,-75.3469663,62385,Northern America,Northern America
US,New Jersey,Somerset,40.56465737,-74.61683016,328934,Northern America,Northern America
US,New Jersey,Sussex,41.13891592,-74.69118243,140488,Northern America,Northern America
US,New Jersey,Union,40.65835409,-74.30680092,556341,Northern America,Northern America
US,New Jersey,Warren,40.85951833,-74.99556527,105267,Northern America,Northern America
US,New Mexico,Bernalillo,35.05163625,-106.6703554,679121,Northern America,Northern America
US,New Mexico,Catron,33.91514144,-108.4046587,3527,Northern America,Northern America
US,New Mexico,Chaves,33.36406072,-104.4665365,64615,Northern America,Northern America
US,New Mexico,Cibola,34.91131525,-107.998876,26675,Northern America,Northern America
US,New Mexico,Colfax,36.60569702,-104.6472674,11941,Northern America,Northern America
US,New Mexico,Curry,34.57421077,-103.3468876,48954,Northern America,Northern America
US,New Mexico,De Baca,34.34274529,-104.4117842,1748,Northern America,Northern America
US,New Mexico,Dona Ana,32.35275771,-106.8329387,218195,Northern America,Northern America
US,New Mexico,Eddy,32.47167456,-104.3053527,58460,Northern America,Northern America
US,New Mexico,Grant,32.73911281,-108.3827845,26998,Northern America,Northern America
US,New Mexico,Guadalupe,34.86319296,-104.790669,4300,Northern America,Northern America
US,New Mexico,Harding,35.85751555,-103.8220938,625,Northern America,Northern America
US,New Mexico,Hidalgo,31.91383467,-108.7151824,4198,Northern America,Northern America
US,New Mexico,Lea,32.79215361,-103.4123733,71070,Northern America,Northern America
US,New Mexico,Lincoln,33.74526079,-105.4586166,19572,Northern America,Northern America
US,New Mexico,Los Alamos,35.86631386,-106.3134985,19369,Northern America,Northern America
US,New Mexico,Luna,32.18179341,-107.7508826,23709,Northern America,Northern America
US,New Mexico,McKinley,35.5800772,-108.262245,71367,Northern America,Northern America
US,New Mexico,Mora,36.01095101,-104.9497716,4521,Northern America,Northern America
US,New Mexico,Otero,32.61348406,-105.7417604,67490,Northern America,Northern America
US,New Mexico,Quay,35.10403332,-103.5481727,8253,Northern America,Northern America
US,New Mexico,Rio Arriba,36.51072137,-106.6931674,38921,Northern America,Northern America
US,New Mexico,Roosevelt,34.02097406,-103.4799493,18500,Northern America,Northern America
